-38.41209,14.28913
42.10582,-55.83912
12.83942,88.10294
-5.91204,-123.49201
74.29102,6.10294
-89.10293,44.29102
15.82910,-77.39102
-22.10928,19.38201
66.39102,-8.10928
-4.10293,-66.29102
51.82910,23.49102
-11.82910,-11.82910
33.91028,81.09283
-71.29102,-33.49102
5.10928,55.82910
-44.10928,-77.29102
19.39102,12.82910
-63.10928,91.29102
28.49102,-44.10928
-15.39102,66.10928
37.10928,-22.49102
-81.29102,15.82910
8.49102,-89.10293
-55.82910,33.91028
71.29102,-5.10928
-12.82910,63.10928
44.10928,-28.49102
-66.10928,15.39102
22.49102,-37.10928
-15.82910,81.29102
89.10293,-8.49102
-33.91028,55.82910
5.10928,-71.29102
-63.10928,12.82910
28.49102,-44.10928
-15.39102,66.10928
37.10928,-22.49102
-81.29102,15.82910
8.49102,-89.10293
-55.82910,33.91028
71.29102,-5.10928
-12.82910,63.10928
44.10928,-28.49102
-66.10928,15.39102
22.49102,-37.10928
-15.82910,81.29102
89.10293,-8.49102
-33.91028,55.82910
5.10928,-71.29102
-63.10928,12.82910
10.23481,-81.94231
-45.19283,23.10492
3.81920,-12.49102
99.18201,4.19283
-14.81920,-78.91023
62.19283,11.39102
-7.19283,-34.18201
38.41209,-14.28913
-42.10582,55.83912
-12.83942,-88.10294
5.91204,123.49201
-74.29102,-6.10294
89.10293,-44.29102
-15.82910,77.39102
22.10928,-19.38201
-66.39102,8.10928
4.10293,66.29102
-51.82910,-23.49102
11.82910,11.82910
-33.91028,-81.09283
71.29102,33.49102
-5.10928,-55.82910
44.10928,77.29102
-19.39102,-12.82910
63.10928,-91.29102
-28.49102,44.10928
15.39102,-66.10928
-37.10928,22.49102
81.29102,-15.82910
-8.49102,89.10293
55.82910,-33.91028
-71.29102,5.10928
12.82910,-63.10928
-44.10928,28.49102
66.10928,-15.39102
-22.49102,37.10928
15.82910,-81.29102
-89.10293,8.49102
33.91028,-55.82910
-10.23481,81.94231
45.19283,-23.10492
-3.81920,12.49102
-99.18201,-4.19283
14.81920,78.91023
-62.19283,-11.39102
7.19283,34.18201
23.14920,-91.82341
-77.92341,12.48201
5.81920,44.91023
-31.91023,-55.19283
88.49102,2.19283
-1.19283,-66.19283
14.29102,18.49102
-52.19283,-28.49102
33.19283,77.19283
-18.49102,-9.19283
61.19283,41.19283
-4.19283,-33.19283
27.19283,16.19283
-73.19283,-82.19283
9.19283,52.19283
-24.19283,-14.19283
49.19283,29.19283
-82.19283,-61.19283
3.19283,73.19283
-41.19283,-27.19283
16.19283,82.19283
-61.19283,-9.19283
33.19283,41.19283
-9.19283,-33.19283
73.19283,16.19283
-27.19283,-52.19283
52.19283,14.19283
-14.19283,-29.19283
29.19283,61.19283
-61.19283,-73.19283
73.19283,27.19283
-52.19283,-9.19283
14.19283,24.19283
-29.19283,-49.19283
61.19283,82.19283
-73.19283,-3.19283
27.19283,41.19283
-9.19283,-16.19283
41.19283,9.19283
-16.19283,-73.19283
9.19283,27.19283
-33.19283,-52.19283
18.49102,14.19283
-61.19283,-29.19283
4.19283,61.19283
-27.19283,-73.19283
73.19283,9.19283
-52.19283,-33.19283
14.19283,16.19283
-29.19283,-9.19283
61.19283,41.19283
-73.19283,-33.19283
27.19283,16.19283
-9.19283,-52.19283
41.19283,14.19283
-16.19283,-29.19283
9.19283,61.19283
-33.19283,-73.19283
18.49102,27.19283
-61.19283,-9.19283
4.19283,41.19283
-27.19283,-33.19283
73.19283,16.19283
-52.19283,-52.19283
14.19283,14.19283
-29.19283,-29.19283
61.19283,61.19283
-73.19283,-73.19283
27.19283,27.19283
-9.19283,-9.19283
41.19283,41.19283
-16.19283,-16.19283
9.19283,9.19283
-33.19283,-33.19283
18.49102,18.49102
-61.19283,-61.19283
4.19283,4.19283
-27.19283,-27.19283
73.19283,73.19283
-52.19283,-52.19283
14.19283,14.19283
-29.19283,-29.19283
61.19283,61.19283
-73.19283,-73.19283
27.19283,27.19283
-9.19283,-9.19283
41.19283,41.19283
-16.19283,-16.19283
9.19283,9.19283
-33.19283,-33.19283
18.49102,18.49102
-61.19283,-61.19283
4.19283,4.19283
-27.19283,-27.19283
73.19283,73.19283
-52.19283,-52.19283
14.19283,14.19283
-29.19283,-29.19283
61.19283,61.19283
-73.19283,-73.19283
27.19283,27.19283
-9.19283,-9.19283
41.19283,41.19283
-16.19283,-16.19283
9.19283,9.19283
-33.19283,-33.19283
