-3.42,1.15
12.87,-2.04
-8.19,0.48
5.31,3.22
-15.62,-4.10
2.84,0.91
-1.12,-0.33
18.45,-3.87
-6.73,2.14
4.02,-1.56
-11.29,1.88
9.54,0.02
-0.88,0.76
14.21,-2.91
-7.40,-1.15
3.18,2.43
-19.05,4.82
8.62,-0.67
-2.34,1.09
11.76,-1.98
-5.22,0.34
6.89,-2.75
-13.41,3.12
1.95,0.18
-9.87,-1.64
16.03,-3.45
-4.11,2.01
7.33,-0.89
-12.65,1.47
0.45,-0.22
15.82,-4.03
-8.91,2.77
3.67,0.51
-17.34,3.92
10.14,-1.23
-2.89,0.84
13.56,-2.61
-6.18,1.35
5.72,-0.44
-10.43,2.29
8.01,-1.78
-1.65,0.62
17.29,-3.11
-7.84,-0.92
2.47,1.83
-14.92,3.67
11.38,-2.15
-3.95,0.41
12.04,-1.68
-8.52,2.05
4.83,-0.99
-16.11,4.25
9.27,-1.42
-0.31,0.19
13.88,-2.84
-6.94,1.62
6.12,-0.73
-11.78,2.81
7.65,-1.14
-2.09,0.95
18.91,-4.52
-9.33,1.89
3.94,0.27
-15.27,3.48
10.82,-2.33
-4.66,0.78
14.73,-3.06
-7.15,1.21
5.28,-0.82
-13.02,2.94
8.49,-1.57
-1.03,0.36
16.64,-3.79
-8.21,-1.05
2.11,1.42
-18.36,4.19
12.51,-2.48
-3.24,0.68
11.09,-1.82
-7.68,2.13
4.35,-0.61
-14.47,3.31
9.83,-1.96
-0.72,0.25
15.16,-3.28
-6.49,1.44
6.54,-1.02
-12.13,2.63
7.18,-1.31
-2.77,0.88
19.42,-4.71
-9.85,2.08
3.26,0.12
-16.89,3.85
10.45,-2.09
-4.18,0.55
13.22,-2.73
-7.92,1.76
5.81,-0.87
-11.34,2.41
8.93,-1.65
-1.48,0.49
17.85,-3.98
-8.73,-1.22
2.83,1.61
-15.74,3.74
11.92,-2.27
-3.51,0.73
12.67,-1.95
-6.81,1.82
4.19,-0.71
-17.06,4.08
9.46,-1.53
-0.94,0.31
14.38,-2.99
-7.27,1.51
6.03,-0.93
-12.88,2.87
7.91,-1.28
-2.43,0.81
18.22,-4.36
-9.08,1.97
3.58,0.21
-16.31,3.62
10.19,-2.18
-4.42,0.64
13.91,-2.88
-7.53,1.69
5.44,-0.79
-11.89,2.56
8.26,-1.49
-1.25,0.42
16.97,-3.84
-8.36,-1.11
2.52,1.53
-15.08,3.55
11.64,-2.39
-3.78,0.82
12.33,-1.87
-6.62,1.71
4.71,-0.66
-16.75,3.96
9.12,-1.61
-0.56,0.28
14.89,-3.12
-7.01,1.38
6.29,-0.85
-12.44,2.72
7.48,-1.37
-2.16,0.76
18.67,-4.45
-9.52,2.02
3.81,0.17
-15.93,3.69
10.63,-2.24
-4.87,0.59
13.65,-2.81
-7.80,1.63
5.15,-0.91
-11.56,2.48
8.71,-1.58
-1.72,0.47
17.44,-3.91
-8.61,-1.18
2.96,1.48
-15.41,3.61
11.17,-2.31
-3.33,0.77
12.94,-1.91
-6.38,1.79
4.48,-0.74
-16.18,3.88
9.73,-1.55
-0.81,0.33
14.12,-2.94
-7.39,1.46
5.92,-0.89
-12.21,2.68
7.82,-1.33
-2.59,0.83
18.05,-4.29
-9.24,1.93
3.41,0.24
-16.54,3.77
10.32,-2.12
-4.29,0.61
13.47,-2.78
-7.66,1.58
5.63,-0.84
-11.97,2.53
8.42,-1.52
-1.39,0.44
17.18,-3.86
-8.49,-1.14
2.68,1.57
-15.22,3.58
11.45,-2.35
